title,price,mileage,registration_year,previous_owners,fuel_type,body_type,engine,gearbox,doors,seats,emission_class,service_history
hyundai i40,6495,87000,2013,5,diesel,estate,1.7,automatic,5,5,5,unknown
land rover freelander 2,7250,106000,2012,5,diesel,suv,2.2,manual,5,5,5,unknown
fiat panda,1700,94000,2009,3,petrol,hatchback,1.2,manual,5,4,4,unknown
audi a3,9850,90000,2014,2,petrol,hatchback,1.4,manual,5,5,5,unknown
vauxhall insignia,3995,119000,2015,3,diesel,hatchback,2.0,manual,5,5,5,full
volkswagen jetta,7350,39488,2013,2,diesel,saloon,1.6,manual,4,5,5,unknown
bmw 4 series,10495,70950,2013,3,diesel,coupe,2.0,automatic,2,4,6,full
renault clio,1990,120863,2012,3,petrol,hatchback,1.1,manual,3,5,5,unknown
audi a4,7990,80000,2012,3,petrol,saloon,1.8,manual,4,5,5,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
toyota yaris,7000,55000,2014,2,petrol,hatchback,1.3,manual,5,5,5,full
bmw 3 series,9850,83000,2013,3,diesel,saloon,2.0,automatic,4,5,5,unknown
mercedes-benz e class,8500,111000,2015,3,diesel,coupe,2.1,automatic,2,4,6,unknown
mini hatch cooper,7760,58000,2013,3,petrol,hatchback,1.6,manual,3,4,5,unknown
volkswagen golf,11995,79000,2020,1,petrol,hatchback,1.5,manual,5,5,6,unknown
toyota yaris,1895,77000,2002,3,petrol,hatchback,1.0,manual,5,5,3,unknown
vauxhall zafira,6990,41163,2014,3,petrol,mpv,1.8,manual,5,7,4,unknown
peugeot 308,9499,30106,2017,3,petrol,hatchback,1.2,manual,5,5,6,unknown
honda jazz,1995,84641,2006,3,petrol,hatchback,1.4,manual,5,5,4,unknown
volkswagen tiguan,15995,60000,2020,1,petrol,suv,1.5,manual,5,5,6,unknown
renault clio,1990,120863,2012,3,petrol,hatchback,1.1,manual,3,5,5,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
fiat 500,5940,59623,2014,2,petrol,hatchback,1.2,manual,3,4,6,full
citroen c4 picasso,3795,64715,2008,3,diesel,mpv,1.6,automatic,5,5,4,unknown
ford fiesta,3995,54442,2009,1,diesel,hatchback,1.4,manual,5,5,4,unknown
mercedes-benz s-class,3795,64000,2002,3,diesel,saloon,3.2,automatic,4,4,2,unknown
seat ibiza,7149,22000,2014,3,petrol,hatchback,1.4,manual,3,5,5,unknown
mercedes-benz c class,2890,63000,2003,3,petrol,coupe,1.8,automatic,2,4,3,unknown
bmw 3 series,5495,177000,2010,4,diesel,coupe,3.0,manual,2,4,5,full
hyundai i20,4650,66018,2012,2,petrol,hatchback,1.2,manual,5,5,5,full
land rover range rover evoque,13993,80000,2013,4,diesel,suv,2.2,automatic,5,5,5,unknown
volkswagen passat,9750,80000,2016,2,diesel,saloon,2.0,manual,4,5,6,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall astra,2995,61038,2007,3,petrol,hatchback,1.6,manual,3,5,4,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
volkswagen golf,11995,78000,2019,1,petrol,hatchback,1.5,manual,5,5,6,unknown
peugeot 208,14975,10067,2020,1,petrol,hatchback,1.2,manual,5,5,6,unknown
vauxhall astra,6000,68000,2015,2,petrol,hatchback,1.4,manual,5,5,6,unknown
ds automobiles ds 9,24770,16864,2021,1,petrol plug-in hybrid,saloon,1.6,automatic,4,5,6,unknown
volkswagen polo,5190,80786,2010,2,petrol,hatchback,1.4,manual,5,5,5,unknown
audi a1,10000,41085,2017,2,petrol,hatchback,1.4,manual,3,4,6,unknown
suzuki alto,2495,77000,2010,3,petrol,hatchback,1.0,manual,5,4,5,unknown
volkswagen golf,4725,106408,2012,2,diesel,hatchback,1.6,manual,5,5,5,full
vauxhall corsa,6949,34960,2015,1,petrol,hatchback,1.2,manual,5,5,6,full
lexus sc 430,4195,121000,2001,1,petrol,convertible,4.3,automatic,2,4,3,unknown
ford fiesta,2490,42800,2007,3,petrol,hatchback,1.2,manual,3,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
fiat 500,7988,35912,2017,2,petrol,hatchback,1.2,manual,3,4,6,unknown
ford focus,7499,59300,2016,3,petrol,hatchback,1.0,manual,5,5,6,unknown
bmw 5 series,3950,100200,2007,4,petrol,saloon,2.5,automatic,4,5,4,unknown
volkswagen golf,13995,52000,2018,3,petrol,hatchback,1.4,automatic,5,5,6,unknown
skoda octavia,4995,197790,2013,4,diesel,estate,2.0,manual,5,5,5,unknown
mercedes-benz cl,10000,90000,2007,3,petrol,coupe,5.5,automatic,2,4,4,full
volkswagen golf,3795,62500,2007,1,petrol,hatchback,1.6,manual,5,5,4,unknown
audi a1,7950,89484,2012,5,petrol,hatchback,1.4,automatic,5,5,5,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
vauxhall adam,4990,67000,2014,3,petrol,hatchback,1.4,manual,3,4,5,unknown
mercedes-benz c class,16880,64806,2016,3,diesel,coupe,2.1,automatic,2,4,6,unknown
subaru xv,7995,41000,2012,3,petrol,suv,1.6,manual,5,5,5,unknown
kia ceed,14450,18150,2020,3,diesel,hatchback,1.6,manual,5,5,6,unknown
nissan qashqai,6995,93500,2014,3,diesel,suv,1.5,manual,5,5,5,full
peugeot 3008,5495,68000,2013,2,diesel,suv,1.6,manual,5,5,5,full
volkswagen polo,8195,74670,2017,2,petrol,hatchback,1.2,manual,5,5,6,full
volkswagen golf,6319,121709,2014,3,diesel,hatchback,1.6,manual,5,5,5,unknown
peugeot 2008,5999,52180,2018,1,petrol,suv,1.2,manual,5,5,6,unknown
honda civic,12790,50000,2018,3,diesel,hatchback,1.6,manual,5,5,6,full
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
kia picanto,3750,71700,2012,3,petrol,hatchback,1.0,manual,5,5,5,full
mini hatch cooper,7489,60000,2012,2,diesel,hatchback,2.0,automatic,3,4,5,unknown
vauxhall astra,1600,94835,2002,3,petrol,hatchback,1.6,automatic,5,5,4,unknown
chevrolet spark,1795,66790,2013,3,petrol,hatchback,1.0,manual,5,5,5,unknown
vauxhall mokka,6940,64548,2015,3,diesel,suv,1.7,manual,5,5,5,unknown
nissan qashqai,6399,92016,2014,4,petrol,suv,1.2,manual,5,5,5,full
audi a3,2399,106420,2002,4,petrol,hatchback,1.8,manual,3,5,3,full
peugeot 3008,15350,17495,2017,3,petrol,suv,1.2,manual,5,5,6,unknown
bmw 1 series,15970,57839,2019,2,diesel,hatchback,1.5,automatic,5,5,6,unknown
volkswagen polo,1895,87100,2005,5,petrol,hatchback,1.2,manual,3,5,4,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
vauxhall astra,3195,28408,2005,3,petrol,hatchback,1.6,manual,5,5,4,unknown
audi q3,8995,103200,2014,3,diesel,suv,2.0,automatic,5,5,5,full
porsche cayenne,8105,112000,2009,4,diesel,suv,3.0,automatic,5,5,4,unknown
hyundai tucson,20500,25162,2021,3,petrol hybrid,suv,1.6,manual,5,5,6,full
honda cr-v,9995,86000,2015,4,diesel,suv,2.2,manual,5,5,5,unknown
hyundai i30,4040,120635,2013,3,petrol,hatchback,1.4,manual,5,5,5,full
hyundai santa fe,6995,146000,2014,2,diesel,suv,2.2,manual,5,5,5,full
peugeot 508 sw,18855,33225,2020,1,diesel,estate,1.5,automatic,5,5,6,unknown
toyota yaris,7400,60438,2012,3,petrol,hatchback,1.3,automatic,5,5,5,full
vauxhall vectra,2250,52200,2007,3,petrol,hatchback,1.8,manual,5,5,4,unknown
fiat 500c,3995,87986,2010,3,petrol,convertible,1.2,manual,2,4,5,unknown
ford focus,10970,91000,2019,1,petrol,hatchback,1.5,manual,5,5,6,full
hyundai i30,3495,86000,2011,1,petrol,hatchback,1.4,manual,5,5,5,unknown
skoda citigo,4999,56355,2014,3,petrol,hatchback,1.0,manual,5,4,5,full
ford fiesta,3450,93752,2012,3,petrol,hatchback,1.3,manual,5,5,5,full
skoda fabia,6995,69000,2016,2,petrol,estate,1.0,manual,5,5,6,unknown
peugeot 3008,14500,42962,2019,3,diesel,suv,1.5,manual,5,5,6,unknown
honda civic,1750,110000,2002,3,petrol,hatchback,1.4,manual,5,5,3,unknown
peugeot 208,3850,77000,2012,3,petrol,hatchback,1.2,manual,5,5,5,unknown
ford fiesta,3850,70000,2016,3,petrol,hatchback,1.3,manual,3,5,6,unknown
vauxhall adam,4495,50000,2014,3,petrol,hatchback,1.2,manual,3,4,5,unknown
mazda mazda2,1595,84000,2008,3,petrol,hatchback,1.3,manual,3,5,4,unknown
ford focus,1795,111741,2010,3,petrol,hatchback,1.8,manual,5,5,4,unknown
audi a5 diesel coupe,16555,68603,2017,1,diesel,coupe,2.0,automatic,2,4,6,full
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
peugeot 207,2190,50668,2008,4,petrol,hatchback,1.4,manual,5,5,4,unknown
land rover freelander 2,1995,85207,2011,1,diesel,suv,2.2,manual,5,5,5,unknown
vauxhall corsa,1995,92741,2009,3,petrol,hatchback,1.4,manual,5,5,4,unknown
vauxhall adam,3495,114741,2013,3,petrol,hatchback,1.4,manual,3,4,5,unknown
skoda fabia,3750,115000,2012,2,diesel,hatchback,1.6,manual,5,5,5,unknown
peugeot 2008,3495,94741,2015,3,diesel,suv,1.4,manual,5,5,5,unknown
ford ka,1995,100741,2011,3,petrol,hatchback,1.2,manual,3,4,4,unknown
bmw 3 series,1950,173006,2005,6,diesel,coupe,2.0,manual,2,5,4,unknown
fiat 500,4250,78033,2015,1,petrol,hatchback,1.2,manual,3,4,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
renault twingo,1495,118741,2010,3,petrol,hatchback,1.2,manual,3,4,4,unknown
vauxhall vectra,2795,57827,2007,2,petrol,hatchback,2.0,manual,5,5,4,unknown
ford fusion,1795,87742,2007,3,petrol,hatchback,1.4,manual,5,5,4,unknown
vauxhall corsa,4500,75474,2014,1,diesel,hatchback,1.3,manual,3,5,5,unknown
renault clio,1145,134000,2002,3,diesel,hatchback,1.5,manual,3,5,3,unknown
vauxhall corsa,3700,60000,2011,3,petrol,hatchback,1.2,manual,5,5,5,unknown
ford fiesta,4995,87650,2013,6,petrol,hatchback,1.0,manual,3,5,5,unknown
vauxhall corsa,2750,65300,2011,4,petrol,hatchback,1.2,manual,5,5,5,unknown
skoda rapid,4750,71569,2014,1,diesel,hatchback,1.6,manual,5,5,5,unknown
vauxhall astra,5000,97300,2017,3,petrol,hatchback,1.4,manual,5,5,6,full
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
honda cr-v,1895,154000,2008,3,diesel,suv,2.2,manual,5,5,4,unknown
kia ceed,6195,99094,2018,1,diesel,hatchback,1.6,manual,5,5,6,unknown
peugeot 207,2199,79500,2009,4,petrol,hatchback,1.4,manual,3,5,4,unknown
volkswagen scirocco,3690,179000,2012,2,diesel,hatchback,2.0,manual,3,4,5,unknown
ford focus,4000,98159,2013,1,diesel,hatchback,1.6,manual,5,5,5,unknown
seat leon,4700,128386,2015,1,diesel,hatchback,1.6,manual,3,5,5,unknown
kia sportage,3990,124568,2010,3,petrol,suv,1.6,manual,5,5,5,unknown
audi a3,5990,65000,2009,3,petrol,hatchback,2.0,manual,3,5,4,full
fiat 500,4250,78033,2015,1,petrol,hatchback,1.2,manual,3,4,6,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
peugeot 208,3250,106500,2013,2,petrol,hatchback,1.2,manual,5,5,5,unknown
land rover freelander 2,5290,92148,2010,2,diesel,suv,2.2,automatic,5,5,4,unknown
ford fiesta,1645,94000,2005,3,petrol,hatchback,1.3,manual,5,5,4,unknown
nissan qashqai hatchback special editions,6929,79814,2013,2,petrol,suv,1.6,manual,5,5,5,unknown
audi a4 cabriolet,3750,88000,2008,3,petrol,convertible,1.8,manual,2,4,4,unknown
volkswagen polo,4000,88000,2014,3,petrol,hatchback,1.2,manual,5,5,5,unknown
renault scenic,2490,72000,2010,2,petrol,mpv,1.6,manual,5,5,5,unknown
nissan juke,4000,107000,2013,3,diesel,suv,1.5,manual,5,5,5,unknown
vauxhall insignia grand sport,11995,57952,2019,1,diesel,hatchback,2.0,manual,5,5,6,unknown
renault clio,6495,74434,2017,2,petrol,hatchback,1.1,manual,5,5,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
ford focus,2275,100969,2009,5,diesel,hatchback,2.0,manual,5,5,4,unknown
volkswagen golf plus,2499,135785,2010,3,diesel,hatchback,1.6,manual,5,5,5,unknown
honda civic,2690,123000,2011,3,diesel,hatchback,2.2,manual,5,5,4,unknown
bmw 3 series,3495,136000,2011,2,diesel,saloon,2.0,manual,4,5,5,unknown
mitsubishi asx,6490,76589,2014,3,diesel,suv,1.8,manual,5,5,5,full
bmw 1 series,3590,100116,2010,3,diesel,coupe,2.0,manual,2,4,5,unknown
peugeot 107,2190,56000,2010,3,petrol,hatchback,1.0,manual,3,4,4,unknown
vauxhall insignia,6500,77009,2017,3,diesel,hatchback,1.6,manual,5,5,6,unknown
proton savvy,1695,57170,2011,1,petrol,hatchback,1.2,manual,5,4,4,unknown
fiat 500,4250,78033,2015,1,petrol,hatchback,1.2,manual,3,4,6,unknown
toyota yaris,13000,51179,2019,1,petrol hybrid,hatchback,1.5,automatic,5,5,6,unknown
volkswagen polo,16049,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
bmw 1 series,6495,80000,2012,2,diesel,hatchback,2.0,manual,5,5,5,unknown
volkswagen sharan,5999,116443,2011,2,petrol,mpv,1.4,manual,5,7,5,unknown
skoda yeti,7990,112000,2015,2,diesel,suv,2.0,manual,5,5,5,unknown
ford fiesta,2300,91000,2009,3,petrol,hatchback,1.3,manual,5,5,4,unknown
toyota urbancruiser,2990,103099,2010,3,petrol,suv,1.3,manual,5,5,4,full
skoda fabia diesel estate,3990,79547,2014,2,diesel,estate,1.6,manual,5,5,5,unknown
volkswagen polo,6995,37000,2011,3,petrol,hatchback,1.2,manual,5,5,5,unknown
bmw 3 series,3990,97000,2011,4,diesel,saloon,2.0,manual,4,5,5,unknown
audi a4,1495,73091,2001,3,petrol,saloon,2.0,manual,4,5,4,unknown
ford focus,5995,82156,2008,3,petrol,hatchback,2.5,manual,5,5,4,unknown
fiat 500,4250,78033,2015,1,petrol,hatchback,1.2,manual,3,4,6,unknown
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
mercedes-benz c class,1999,114299,2007,2,diesel,saloon,2.1,automatic,4,5,4,unknown
vauxhall astra,1785,110000,2008,3,petrol,hatchback,1.4,manual,5,5,4,unknown
volvo v40,8795,58000,2015,1,petrol,hatchback,1.6,manual,5,5,5,unknown
kia venga,2900,69000,2010,3,petrol,mpv,1.4,manual,5,5,5,unknown
peugeot 208,12802,42349,2021,2,petrol,hatchback,1.2,manual,5,5,6,unknown
citroen ds3 cabrio,5495,49000,2013,2,petrol,convertible,1.6,manual,2,5,5,unknown
vauxhall astra,3195,82000,2012,6,diesel,hatchback,2.0,manual,5,5,5,unknown
ford fiesta,7130,52200,2018,3,petrol,hatchback,1.1,manual,3,5,6,unknown
mazda mazda3,4800,96723,2007,4,petrol,hatchback,2.3,manual,5,5,4,unknown
ford fiesta,2995,89999,2011,3,petrol,hatchback,1.3,manual,3,5,5,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
audi a3 cabriolet,2495,140741,2008,3,diesel,convertible,2.0,manual,2,4,4,unknown
vauxhall corsa,5495,22286,2011,3,petrol,hatchback,1.4,manual,3,5,5,unknown
mazda mazda3,6550,82000,2014,3,diesel,saloon,2.2,manual,4,5,6,full
vauxhall insignia,7895,114883,2017,1,diesel,hatchback,1.6,manual,5,5,6,unknown
ford fiesta,6850,94600,2015,2,petrol,hatchback,1.0,automatic,5,5,6,unknown
ford focus,6790,76466,2015,2,diesel,hatchback,1.6,manual,5,5,5,full
citroen c1,4800,63000,2011,3,petrol,hatchback,1.0,automatic,5,4,5,unknown
ford ka,1950,62700,2012,3,petrol,hatchback,1.2,manual,3,4,5,unknown
ford grand c-max,7990,50000,2014,3,diesel,mpv,1.6,manual,5,7,5,full
skoda octavia,6995,87000,2010,3,diesel,estate,2.0,manual,5,5,4,unknown
renault clio,6495,74434,2017,2,petrol,hatchback,1.1,manual,5,5,6,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
volkswagen polo,6995,57978,2013,3,petrol,hatchback,1.2,manual,5,5,5,unknown
mercedes-benz c class,6495,122000,2015,5,diesel,coupe,2.1,automatic,2,4,5,unknown
audi a1,7050,98700,2015,1,diesel,hatchback,1.6,automatic,5,5,6,unknown
toyota yaris,5695,69036,2012,3,petrol,hatchback,1.3,manual,5,5,5,unknown
skoda superb,5990,118000,2015,2,diesel,estate,1.6,manual,5,5,5,full
volkswagen scirocco,6290,69000,2008,3,petrol,hatchback,2.0,automatic,3,4,4,full
fiat 500l,7750,28500,2015,3,diesel,mpv,1.3,manual,5,5,6,full
audi tt,6495,96000,2013,3,diesel,coupe,2.0,automatic,3,4,5,unknown
nissan qashqai,2995,162753,2012,2,diesel,suv,1.5,manual,5,5,5,full
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
volkswagen beetle,10995,31700,2013,1,petrol,hatchback,1.2,automatic,3,4,5,unknown
vauxhall corsa,4300,34000,2018,3,petrol,hatchback,1.4,manual,3,5,6,unknown
volkswagen golf,5195,86069,2011,2,diesel,hatchback,1.6,manual,5,5,5,full
ford b-max,4950,61000,2013,2,petrol,mpv,1.0,manual,5,5,5,unknown
bmw 3 series,4295,116275,2008,3,diesel,convertible,3.0,automatic,2,4,4,unknown
vauxhall corsa,4595,101971,2015,1,diesel,hatchback,1.3,manual,5,5,6,unknown
vauxhall insignia,3999,93379,2013,3,petrol,hatchback,1.8,manual,5,5,5,unknown
ford fiesta,2490,119785,2009,3,diesel,hatchback,1.4,manual,5,5,4,unknown
infiniti q30,11295,35340,2017,3,diesel,hatchback,1.5,manual,5,5,6,unknown
seat ibiza,1495,120741,2008,3,petrol,hatchback,1.2,manual,3,5,4,unknown
nissan juke,11000,45462,2019,1,petrol,suv,1.6,manual,5,5,6,full
volkswagen beetle,3575,95000,2005,3,petrol,convertible,2.0,automatic,2,4,4,unknown
ford ka,3990,65323,2015,3,petrol,hatchback,1.2,manual,3,4,5,unknown
fiat 500,3990,69218,2011,4,petrol,hatchback,1.2,manual,3,4,5,full
vauxhall corsa,3600,74000,2012,3,petrol,hatchback,1.2,manual,5,5,5,unknown
bmw 3 series,9100,101131,2015,3,diesel,saloon,2.0,automatic,4,5,6,unknown
nissan juke,4995,89999,2013,3,diesel,suv,1.5,manual,5,5,5,unknown
kia ceed,5425,82000,2013,3,diesel,estate,1.6,manual,5,5,5,unknown
renault clio,4495,96967,2014,3,petrol,hatchback,1.1,manual,5,5,5,unknown
ford fiesta,2995,89999,2011,3,petrol,hatchback,1.3,manual,3,5,5,unknown
nissan juke,11000,45462,2019,1,petrol,suv,1.6,manual,5,5,6,full
ford ka,2290,59030,2011,3,petrol,hatchback,1.2,manual,3,4,4,unknown
ford kuga,5790,128000,2014,3,diesel,suv,2.0,manual,5,5,5,full
mercedes-benz s class,1995,189988,2005,3,diesel,saloon,3.2,automatic,4,5,3,unknown
nissan x-trail,6850,152584,2016,3,diesel,suv,1.6,manual,5,5,6,unknown
hyundai kona,13450,19539,2019,3,petrol,suv,1.0,manual,5,5,6,unknown
nissan qashqai,6000,87018,2014,3,diesel,suv,1.5,manual,5,5,5,unknown
ford mondeo,7990,78000,2017,2,diesel,hatchback,2.0,manual,5,5,6,full
nissan juke,5100,76000,2015,2,petrol,suv,1.2,manual,5,5,5,unknown
seat ibiza,6250,80000,2015,3,petrol,hatchback,1.4,manual,3,5,5,full
volkswagen polo,15970,11500,2021,1,petrol,hatchback,1.0,manual,5,5,6,full
seat ibiza,6250,80000,2015,3,petrol,hatchback,1.4,manual,3,5,5,full
bmw 3 series,3990,97000,2011,4,diesel,saloon,2.0,manual,4,5,5,unknown
mercedes-benz e class,8995,73000,2014,1,diesel,saloon,2.1,automatic,4,5,5,full
suzuki swift hatchback,5450,64156,2015,1,petrol,hatchback,1.2,manual,5,5,5,unknown
toyota aygo,1995,57213,2011,2,petrol,hatchback,1.0,manual,5,4,5,unknown
vauxhall insignia,2750,117221,2013,3,diesel,estate,2.0,automatic,5,5,5,unknown
nissan juke,4500,67000,2010,3,petrol,suv,1.6,manual,5,5,5,unknown
bmw 3 series,6995,84000,2008,3,petrol,coupe,3.0,automatic,2,4,4,unknown
mini hatch,3995,59000,2010,3,petrol,hatchback,1.6,manual,3,4,5,unknown
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
ford fiesta,10795,52188,2019,1,petrol,hatchback,1.0,manual,5,5,6,unknown
audi a3,13500,44000,2016,1,diesel,saloon,2.0,manual,4,5,6,unknown
bmw x5,6490,115258,2009,3,diesel,suv,3.0,automatic,5,5,4,full
vauxhall corsa,5690,53407,2014,4,petrol,hatchback,1.4,manual,3,5,5,unknown
hyundai i10,1995,108741,2011,1,petrol,hatchback,1.2,manual,5,5,5,unknown
bmw 3 series,10995,82609,2015,2,diesel,saloon,2.0,automatic,4,5,6,unknown
peugeot 207 cc,2490,70679,2010,3,petrol,convertible,1.6,manual,2,4,5,unknown
nissan qashqai,5999,91474,2013,2,petrol,suv,1.6,manual,5,5,5,unknown
nissan x-trail,6850,152584,2016,3,diesel,suv,1.6,manual,5,5,6,unknown
hyundai i20,1850,105472,2009,4,petrol,hatchback,1.2,manual,3,5,4,unknown
volkswagen t-cross,17670,14385,2021,1,petrol,suv,1.0,manual,5,5,6,full
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
vauxhall corsa,3500,44360,2010,3,petrol,hatchback,1.2,manual,5,5,5,full
peugeot 308,3500,97900,2009,4,diesel,estate,2.0,manual,5,5,4,full
nissan qashqai,7250,66000,2013,3,diesel,suv,1.5,manual,5,5,5,unknown
mercedes-benz a class,1995,97741,2011,3,petrol,hatchback,1.5,manual,5,5,5,unknown
vauxhall corsa hatchback,4995,102412,2016,1,petrol,hatchback,1.2,manual,3,5,6,unknown
citroen ds3,5000,47400,2013,3,petrol,hatchback,1.6,manual,3,5,5,unknown
vauxhall viva hatchback,5495,68084,2015,2,petrol,hatchback,1.0,manual,5,5,6,unknown
vauxhall corsa,5000,75300,2016,2,petrol,hatchback,1.4,manual,3,5,6,unknown
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
bmw 2 series,17599,26607,2019,3,petrol,coupe,1.5,automatic,2,4,6,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
peugeot 108,5475,49812,2014,1,petrol,hatchback,1.0,manual,5,4,5,unknown
land rover freelander 2,3750,121000,2009,2,diesel,suv,2.2,manual,5,5,4,unknown
ford fiesta,6250,41440,2014,2,petrol,hatchback,1.3,manual,5,5,5,unknown
bmw 7 series,4000,83000,2006,3,petrol,saloon,4.8,automatic,4,5,4,full
maserati granturismo,16000,66000,2008,3,petrol,coupe,4.2,automatic,2,4,4,full
vauxhall corsa,6495,41046,2016,2,petrol,hatchback,1.4,manual,3,5,6,unknown
vauxhall astra,3375,86327,2011,3,diesel,hatchback,2.0,manual,5,5,5,unknown
fiat 500l,7750,28500,2015,3,diesel,mpv,1.3,manual,5,5,6,full
peugeot 308,4000,26994,2008,3,petrol,hatchback,1.6,automatic,5,5,4,unknown
hyundai i20,1850,105472,2009,4,petrol,hatchback,1.2,manual,3,5,4,unknown
toyota aygo,10700,16420,2019,3,petrol,hatchback,1.0,manual,5,4,6,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
citroen c3,7999,56425,2017,2,petrol,hatchback,1.2,manual,5,5,6,unknown
peugeot 108,5950,49430,2014,3,petrol,hatchback,1.2,manual,5,4,5,unknown
ford kuga,6990,94000,2015,3,diesel,suv,2.0,manual,5,5,6,full
vauxhall astra,5500,45000,2013,3,petrol,estate,1.6,manual,5,5,5,unknown
nissan note,4490,86000,2014,4,petrol,hatchback,1.2,manual,5,5,5,unknown
audi a5 cabriolet,6250,87000,2011,3,diesel,convertible,2.0,manual,2,4,5,unknown
land rover freelander 2,7295,102465,2012,1,diesel,suv,2.2,automatic,5,5,5,full
nissan juke,4995,89999,2013,3,diesel,suv,1.5,manual,5,5,5,unknown
ford kuga,5600,49000,2009,3,diesel,suv,2.0,manual,5,5,4,unknown
ford fiesta,5995,71582,2015,3,petrol,hatchback,1.0,manual,3,5,6,unknown
mercedes-benz c class,2495,135000,2007,3,diesel,estate,2.1,automatic,5,5,4,unknown
renault clio,11890,49908,2021,3,petrol,hatchback,1.0,manual,5,5,6,unknown
